TransectID,PLOT,TAG,SPECIES,TRANSECT,METER,CanopyCover,slope,aspect,DBH,Lat,Long,y.utm,x.utm,LATE.2011,MYCELIA.LATE.11,MLG.LATE.11,PEAK.2011,MYCELIA.PEAK.11,MLG.PEAK.11,EARLY.2011,MYCELIA.EARLY.11,MLG.EARLY.11,LATE.2010,MYCELIA.LATE.10,MLG.LATE.10,PEAK.2010,MYCELIA.PEAK.10,MLG.PEAK.10,EARLY.2010,MYCELIA.EARLY.10,MLG.EARLY.10,LATE.2009,MYCELIA.LATE.09,MLG.LATE.09,PEAK.2009,MYCELIA.PEAK.09,MLG.PEAK.09,EARLY.2009,MYCELIA.EARLY.09,MLG.EARLY.2009,northness,eastness,BA.123raw,Dens.123raw,BA.123ha,Dens.123ha,have6t,Dens.456raw,BA.456raw,BA.allTR.ha,Dens.allTR.ha,BA.Tr,Dens.Tr,plot,transect,time,pcr.result,Season,Year,timepoint,incidence,hot.transect,hs.plot
6-Aug,8,2465,UMCA,6,20,100,26,16,31,37.55623162,-122.3954638,4156751.021,553396.3212,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.95765948,-0.287903317,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.178069399,8,8,6,PCR.RESULT.EARLY.09,na,early,2009,1,3,1,13
6-Aug,8,2465,UMCA,6,20,100,26,16,31,37.55623162,-122.3954638,4156751.021,553396.3212,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.95765948,-0.287903317,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.178069399,8,8,6,PCR.RESULT.PEAK.2012,culture,peak,2012,10,3,1,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.LATE.11,culture,late,2011,9,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.PEAK.11,culture,peak,2011,8,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.EARLY.11,culture,early,2011,7,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.LATE.10,na,late,2010,6,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.PEAK.10,pram,peak,2010,5,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.EARLY.10,neg,early,2010,4,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.LATE.09,pram,late,2009,3,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.PEAK.09,pram,peak,2009,2,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.EARLY.09,na,early,2009,1,3,0,13
4-Aug,8,2469,UMCA,4,20,95.83,18,152,33.5,37.55643966,-122.3955912,4156774.03,553384.9202,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,not pram,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.359044287,0.933320524,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,0.306628082,11,8,4,PCR.RESULT.PEAK.2012,neg,peak,2012,10,3,0,13
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.11,neg,late,2011,9,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.11,neg,peak,2011,8,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.11,neg,early,2011,7,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.10,neg,late,2010,6,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.10,neg,peak,2010,5,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.10,neg,early,2010,4,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.09,neg,late,2009,3,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.09,neg,peak,2009,2,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.09,neg,early,2009,1,1,0,1
2-Sep,9,1649,UMCA,2,90,96.8725,34,228,112,37.53796184,-122.4089729,4154716.491,552215.8718,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.2012,culture,peak,2012,10,1,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.11,pram,late,2011,9,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.11,pram,peak,2011,8,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.11,culture,early,2011,7,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.10,neg,late,2010,6,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.10,neg,peak,2010,5,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.10,neg,early,2010,4,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.09,pram,late,2009,3,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.09,neg,peak,2009,2,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.09,pram,early,2009,1,2,0,1
2-Sep,9,1650,UMCA,2,80,94.7875,40,228,75.5,37.53789646,-122.4089358,4154709.258,552219.1977,Y,NA,NA,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.232388421,0.972623062,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.2012,culture,peak,2012,10,2,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.11,pram,late,2011,9,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.11,culture,peak,2011,8,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.11,culture,early,2011,7,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.10,neg,late,2010,6,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.10,culture,peak,2010,5,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.10,neg,early,2010,4,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.09,neg,late,2009,3,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.09,neg,peak,2009,2,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.09,neg,early,2009,1,4,0,1
2-Sep,9,1653,UMCA,2,40,87.49,30,204,31,37.53824498,-122.4084492,4154748.195,552261.9483,Y,NA,NA,Y,X,NA,Y,X,NA,Y,NA,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.97936069,0.202120359,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.2012,culture,peak,2012,10,4,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.11,pram,late,2011,9,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.11,culture,peak,2011,8,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.11,pram,early,2011,7,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.10,pram,late,2010,6,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.10,culture,peak,2010,5,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.10,neg,early,2010,4,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.09,neg,late,2009,3,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.09,neg,peak,2009,2,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.09,neg,early,2009,1,3,0,1
2-Sep,9,1654,UMCA,2,35,100,20,168,8.8,37.53825478,-122.4083269,4154749.35,552272.7462,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,-0.075136091,-0.997173289,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.2012,culture,peak,2012,10,3,0,1
2-Sep,9,1656,UMCA,2,25,96.8725,30,182,20.6,37.53821564,-122.4083157,4154745.014,552273.7577,Y,NA,NA,Y,X,NA,Y,X,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.977533295,-0.210781066,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.11,pram,late,2011,9,3,0,1
2-Sep,9,1656,UMCA,2,25,96.8725,30,182,20.6,37.53821564,-122.4083157,4154745.014,552273.7577,Y,NA,NA,Y,X,NA,Y,X,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.977533295,-0.210781066,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.11,culture,peak,2011,8,3,0,1
2-Sep,9,1656,UMCA,2,25,96.8725,30,182,20.6,37.53821564,-122.4083157,4154745.014,552273.7577,Y,NA,NA,Y,X,NA,Y,X,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.977533295,-0.210781066,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.EARLY.11,culture,early,2011,7,3,0,1
2-Sep,9,1656,UMCA,2,25,96.8725,30,182,20.6,37.53821564,-122.4083157,4154745.014,552273.7577,Y,NA,NA,Y,X,NA,Y,X,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.977533295,-0.210781066,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.LATE.10,culture,late,2010,6,3,0,1
2-Sep,9,1656,UMCA,2,25,96.8725,30,182,20.6,37.53821564,-122.4083157,4154745.014,552273.7577,Y,NA,NA,Y,X,NA,Y,X,NA,Y,X,37,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.977533295,-0.210781066,4.114210104,44,13.71403368,146.6666667,Y,17,1.939131572,10.08890279,101.6666667,1.980547973,14,9,2,PCR.RESULT.PEAK.10,neg,peak,2010,5,3,0,1
